condition,use_bias,bias_strength,bias_mode,n_bias_channels,filename,path,contour_type,true_contour_quadrant,contrast,position,jitter,stimulus_id,analysis_layer,score_channel_mode,use_abs_activation,mask_TL_path,enrichment_TL,inside_activation_TL,outside_activation_TL,mask_area_fraction_TL,mask_TR_path,enrichment_TR,inside_activation_TR,outside_activation_TR,mask_area_fraction_TR,mask_BL_path,enrichment_BL,inside_activation_BL,outside_activation_BL,mask_area_fraction_BL,mask_BR_path,enrichment_BR,inside_activation_BR,outside_activation_BR,mask_area_fraction_BR,predicted_quadrant,highest_contour_enrichment,true_quadrant_enrichment,matches_true_quadrant
baseline,False,0.0,none,0,straight_BR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_001.png,straight,BR,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_001.png,0.967468147299508,2.052218437194824,2.1212258338928223,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_001.png,0.9583579271148109,2.0331008434295654,2.1214420795440674,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_001.png,1.0245483669389746,2.171910524368286,2.119871139526367,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_001.png,1.8176607609339501,3.819312334060669,2.101223945617676,0.01119232177734375,BR,1.8176607609339501,1.8176607609339501,True
baseline,False,0.0,none,0,straight_BR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_002.png,straight,BR,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_002.png,1.0186977197180676,2.1519525051116943,2.112454414367676,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_002.png,0.9293699312052205,1.9652159214019775,2.114567995071411,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_002.png,1.092488443609312,2.3059277534484863,2.1107113361358643,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_002.png,2.0907035003690404,4.36416482925415,2.087414503097534,0.01119232177734375,BR,2.0907035003690404,2.0907035003690404,True
baseline,False,0.0,none,0,straight_BR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_003.png,straight,BR,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_003.png,0.9153490235461411,1.95750093460083,2.1385295391082764,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_003.png,0.9548762217794011,2.0411272048950195,2.137583017349243,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_003.png,1.0555185656013728,2.253718614578247,2.135176658630371,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_003.png,1.6435939357320823,3.4864304065704346,2.1212236881256104,0.01119232177734375,BR,1.6435939357320823,1.6435939357320823,True
baseline,False,0.0,none,0,straight_BR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_004.png,straight,BR,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_004.png,0.9929474118052102,2.113405466079712,2.1284162998199463,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_004.png,0.9318523853704012,1.9847275018692017,2.129873275756836,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_004.png,1.1371690015540141,2.4164681434631348,2.124985933303833,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_004.png,1.9842321894482051,4.176926612854004,2.1050593852996826,0.01119232177734375,BR,1.9842321894482051,1.9842321894482051,True
baseline,False,0.0,none,0,straight_BR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_BR_0_J000_005.png,straight,BR,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_005.png,0.9416227915208434,1.9992507696151733,2.123197078704834,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_005.png,0.9126286253955564,1.9383199214935303,2.123886823654175,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_005.png,1.0229068844634643,2.169857978820801,2.1212663650512695,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_005.png,1.40613162124887,2.970043659210205,2.112208843231201,0.01119232177734375,BR,1.40613162124887,1.40613162124887,True
baseline,False,0.0,none,0,straight_TL_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_000.png,straight,TL,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_000.png,1.5061176559181806,3.2093870639801025,2.1309006214141846,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_000.png,0.9261913281007681,1.9864425659179688,2.1447432041168213,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_000.png,1.0482194659647617,2.2450926303863525,2.141815423965454,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_000.png,0.946013141667634,2.0285048484802246,2.1442670822143555,0.01119232177734375,TL,1.5061176559181806,1.5061176559181806,True
baseline,False,0.0,none,0,straight_TL_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_001.png,straight,TL,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_001.png,1.6050504007484547,3.39335298538208,2.1141722202301025,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_001.png,0.9286021152489801,1.9781001806259155,2.1301913261413574,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_001.png,1.0226078216001395,2.1760590076446533,2.127950668334961,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_001.png,1.0093026402397485,2.1480660438537598,2.128267526626587,0.01119232177734375,TL,1.6050504007484547,1.6050504007484547,True
baseline,False,0.0,none,0,straight_TL_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_002.png,straight,TL,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_002.png,1.4631766649987825,3.090649127960205,2.1122870445251465,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_002.png,0.8943718600826988,1.9012112617492676,2.1257503032684326,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_002.png,1.030185577952123,2.1865897178649902,2.1225202083587646,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_002.png,0.9674488482526845,2.0548722743988037,2.124011278152466,0.01119232177734375,TL,1.4631766649987825,1.4631766649987825,True
baseline,False,0.0,none,0,straight_TL_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_003.png,straight,TL,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_003.png,1.6270592413452498,3.4483649730682373,2.119385004043579,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_003.png,1.0016916549986132,2.137829542160034,2.134219169616699,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_003.png,1.0789307038354887,2.3006856441497803,2.132375717163086,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_003.png,0.9334132910694877,1.9936320781707764,2.1358513832092285,0.01119232177734375,TL,1.6270592413452498,1.6270592413452498,True
baseline,False,0.0,none,0,straight_TL_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_004.png,straight,TL,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_004.png,1.7097870880811539,3.618229389190674,2.11618709564209,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_004.png,0.8863682548801989,1.8930295705795288,2.135714530944824,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_004.png,1.0586627833510986,2.2566444873809814,2.131598949432373,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_004.png,0.9241271613955272,1.972837209701538,2.1348114013671875,0.01119232177734375,TL,1.7097870880811539,1.7097870880811539,True
baseline,False,0.0,none,0,straight_TL_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TL_0_J000_005.png,straight,TL,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_005.png,1.74555938160292,3.681765079498291,2.109217882156372,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_005.png,0.9287137989491431,1.976783037185669,2.128516912460327,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_005.png,0.9955703175881482,2.117502212524414,2.1269237995147705,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_005.png,0.9346630775154515,1.9893133640289307,2.1283748149871826,0.01119232177734375,TL,1.74555938160292,1.74555938160292,True
baseline,False,0.0,none,0,straight_TR_0_J000_000.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_000.png,straight,TR,NA,0,0,0,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_000.png,0.9891065121564986,2.1133792400360107,2.136654853820801,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_000.png,1.8289197452005888,3.8713772296905518,2.1167562007904053,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_000.png,1.0005952661607267,2.1376516819000244,2.1363799571990967,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_000.png,0.9569164964527662,2.045337200164795,2.137424945831299,0.01119232177734375,TR,1.8289197452005888,1.8289197452005888,True
baseline,False,0.0,none,0,straight_TR_0_J000_001.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_001.png,straight,TR,NA,0,0,1,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_001.png,0.9376650249066784,2.0032718181610107,2.1364471912384033,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_001.png,1.8769844165883087,3.9683291912078857,2.1142046451568604,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_001.png,0.9435521168860792,2.015716552734375,2.1363065242767334,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_001.png,1.004694670009168,2.144867181777954,2.1348447799682617,0.01119232177734375,TR,1.8769844165883087,1.8769844165883087,True
baseline,False,0.0,none,0,straight_TR_0_J000_002.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_002.png,straight,TR,NA,0,0,2,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_002.png,0.974144971290696,2.0749974250793457,2.130070447921753,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_002.png,1.7893006936515772,3.7768683433532715,2.110806941986084,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_002.png,0.9975999237509711,2.1244001388549805,2.1295111179351807,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_002.png,0.9144390121993249,1.9491221904754639,2.1314949989318848,0.01119232177734375,TR,1.7893006936515772,1.7893006936515772,True
baseline,False,0.0,none,0,straight_TR_0_J000_003.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_003.png,straight,TR,NA,0,0,3,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_003.png,1.1474510664830015,2.44657301902771,2.132180690765381,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_003.png,1.7079647161862705,3.619022846221924,2.1189095973968506,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_003.png,0.9722362048986087,2.077049493789673,2.1363630294799805,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_003.png,0.9028760309435235,1.9303698539733887,2.1380231380462646,0.01119232177734375,TR,1.7079647161862705,1.7079647161862705,True
baseline,False,0.0,none,0,straight_TR_0_J000_004.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_004.png,straight,TR,NA,0,0,4,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_004.png,1.0705637155333314,2.2820191383361816,2.1316051483154297,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_004.png,1.9263374550032832,4.067265033721924,2.1113979816436768,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_004.png,1.0022878025740796,2.1381144523620605,2.1332340240478516,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_004.png,0.9266955303476114,1.978532075881958,2.135040044784546,0.01119232177734375,TR,1.9263374550032832,1.9263374550032832,True
baseline,False,0.0,none,0,straight_TR_0_J000_005.png,/home/yentl/pytorch_gammanet/Images_quad_final/straight_TR_0_J000_005.png,straight,TR,NA,0,0,5,h1_exc,matched_channels,True,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TL_0_J000_005.png,0.9739669898040112,2.0842864513397217,2.1399970054626465,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_TR_0_J000_005.png,1.745035516645105,3.702409505844116,2.1216814517974854,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BL_0_J000_005.png,0.9622561091155802,2.059495687484741,2.1402781009674072,0.01119232177734375,/home/yentl/pytorch_gammanet/contour_masks_quad_final/straight_BR_0_J000_005.png,0.9493919219167718,2.0322556495666504,2.1405866146087646,0.01119232177734375,TR,1.745035516645105,1.745035516645105,True
